CODES,DATES,RESULT
E1000180,2013/04/07,3.4907
E1000180,2013/04/08,3.4905
E1000180,2013/04/09,3.4705
E1000180,2013/04/10,3.4624
E1000180,2013/04/11,3.4705
E1000180,2013/04/12,3.4655
E1000180,2013/04/15,3.4405
E1000180,2013/04/16,3.4005
E1000180,2013/04/17,3.4131
E1000180,2013/04/18,3.4431
E1000180,2013/04/19,3.4503
E1000180,2013/04/22,3.4867
E1000180,2013/04/23,3.4629
E1000180,2013/04/24,3.4498
E1000180,2013/04/25,3.4314
E1000180,2013/04/26,3.4313
E1000180,2013/04/27,3.4311
E1000180,2013/04/28,3.4314
E1000180,2013/05/02,3.4119
E1000180,2013/05/03,3.4212
E1000180,2013/05/06,3.4354
E1000180,2013/05/07,3.4261
E1000180,2013/05/08,3.4345
E1000180,2013/05/09,3.4317
E1000180,2013/05/10,3.4212
E1000180,2013/05/13,3.4238
E1000180,2013/05/14,3.4248
E1000180,2013/05/15,3.4218
E1000180,2013/05/16,3.4219
E1000180,2013/05/17,3.4213
E1000180,2013/05/20,3.4253
E1000180,2013/05/21,3.4253
E1000180,2013/05/22,3.4153
E1000180,2013/05/23,3.413
E1000180,2013/05/24,3.4181
E1000180,2013/05/27,3.4166
E1000180,2013/05/28,3.4206
E1000180,2013/05/29,3.434
E1000180,2013/05/30,3.434
E1000180,2013/05/31,3.4399
E1000180,2013/06/03,3.4478
E1000180,2013/06/04,3.4603
E1000180,2013/06/05,3.4615
E1000180,2013/06/06,3.4651
E1000180,2013/06/07,3.4822
E1000180,2013/06/08,3.4822
E1000180,2013/06/09,3.4491
E1000180,2013/06/13,3.4591
E1000180,2013/06/14,3.4689
E1000180,2013/06/17,3.4785
E1000180,2013/06/18,3.4818
E1000180,2013/06/19,3.5516
E1000180,2013/06/20,3.7016
E1000180,2013/06/21,3.6014
E1000180,2013/06/24,3.5999
E1000180,2013/06/25,3.5999
E1000180,2013/06/26,3.55
E1000180,2013/06/27,3.5231
E1000180,2013/06/28,3.5125
E1000180,2013/07/01,3.5245
E1000180,2013/07/02,3.5243
E1000180,2013/07/03,3.5302
E1000180,2013/07/04,3.5102
E1000180,2013/07/05,3.5127
E1000180,2013/07/08,3.5177
E1000180,2013/07/09,3.5202
E1000180,2013/07/10,3.5802
E1000180,2013/07/11,3.5902
E1000180,2013/07/12,3.6001
E1000180,2013/07/15,3.6102
E1000180,2013/07/16,3.619
E1000180,2013/07/17,3.669
E1000180,2013/07/18,3.6903
E1000180,2013/07/19,3.7051
E1000180,2013/07/22,3.7401
E1000180,2013/07/23,3.7602
E1000180,2013/07/24,3.7952
E1000180,2013/07/25,3.7102
E1000180,2013/07/26,3.7152
E1000180,2013/07/29,3.7228
E1000180,2013/07/30,3.7227
E1000180,2013/07/31,3.7214
E1000180,2013/08/01,3.7053
E1000180,2013/08/02,3.7034
E1000180,2013/08/05,3.7104
E1000180,2013/08/06,3.7153
E1000180,2013/08/07,3.7703
E1000180,2013/08/08,3.8455
E1000180,2013/08/09,3.8407
E1000180,2013/08/12,3.8513
E1000180,2013/08/13,3.9252
E1000180,2013/08/14,3.9516
E1000180,2013/08/15,3.9602
E1000180,2013/08/16,3.9401
E1000180,2013/08/19,4.0103
E1000180,2013/08/20,4.0881
E1000180,2013/08/21,4.0382
E1000180,2013/08/22,4.0302
E1000180,2013/08/23,3.9916
E1000180,2013/08/26,3.9555
E1000180,2013/08/27,3.9654
E1000180,2013/08/28,4.0222
E1000180,2013/08/29,4.03
E1000180,2013/08/30,4.0354
E1000180,2013/09/02,4.0356
E1000180,2013/09/03,4.0404
E1000180,2013/09/04,4.055
E1000180,2013/09/05,4.055
E1000180,2013/09/06,4.0455
E1000180,2013/09/09,4.055
E1000180,2013/09/10,4.065
E1000180,2013/09/11,4.1341
E1000180,2013/09/12,4.1291
E1000180,2013/09/13,4.1406
E1000180,2013/09/16,4.1201
E1000180,2013/09/17,4.0721
E1000180,2013/09/18,4.0502
E1000180,2013/09/22,3.9851
E1000180,2013/09/23,4.0095
E1000180,2013/09/24,4.0201
E1000180,2013/09/25,4.0202
E1000180,2013/09/26,3.9901
E1000180,2013/09/27,4.0002
E1000180,2013/09/29,4.0002
E1000180,2013/09/30,3.9954
E1000180,2013/10/08,3.9903
E1000180,2013/10/09,4.0316
E1000180,2013/10/10,4.0166
E1000180,2013/10/11,4.0265
E1000180,2013/10/12,4.0263
E1000180,2013/10/14,4.0663
E1000180,2013/10/15,4.0791
E1000180,2013/10/16,4.0966
E1000180,2013/10/17,4.0966
E1000180,2013/10/18,4.1055
E1000180,2013/10/21,4.1105
E1000180,2013/10/22,4.1305
E1000180,2013/10/23,4.1491
E1000180,2013/10/24,4.194
E1000180,2013/10/25,4.214
E1000180,2013/10/28,4.204
E1000180,2013/10/29,4.2173
E1000180,2013/10/30,4.2173
E1000180,2013/10/31,4.1806
E1000180,2013/11/01,4.1556
E1000180,2013/11/04,4.1731
E1000180,2013/11/05,4.2106
E1000180,2013/11/06,4.2206
E1000180,2013/11/07,4.2945
E1000180,2013/11/08,4.3186
E1000180,2013/11/11,4.4034
E1000180,2013/11/12,4.4146
E1000180,2013/11/13,4.4628
E1000180,2013/11/14,4.5006
E1000180,2013/11/15,4.6006
E1000180,2013/11/18,4.6619
E1000180,2013/11/19,4.6722
E1000180,2013/11/20,4.7222
E1000180,2013/11/21,4.7009
E1000180,2013/11/22,4.6509
E1000180,2013/11/25,4.6159
E1000180,2013/11/26,4.6059
E1000180,2013/11/27,4.5511
E1000180,2013/11/28,4.4313
E1000180,2013/11/29,4.3612
E1000180,2013/12/02,4.4812
E1000180,2013/12/03,4.4412
E1000180,2013/12/04,4.4262
E1000180,2013/12/05,4.4962
E1000180,2013/12/06,4.5162
E1000180,2013/12/09,4.5413
E1000180,2013/12/10,4.6012
E1000180,2013/12/11,4.6213
E1000180,2013/12/12,4.5913
E1000180,2013/12/13,4.5411
E1000180,2013/12/16,4.5539
E1000180,2013/12/17,4.5639
E1000180,2013/12/18,4.5814
E1000180,2013/12/19,4.6016
E1000180,2013/12/20,4.6016
E1000180,2013/12/23,4.6017
E1000180,2013/12/24,4.5566
E1000180,2013/12/25,4.5666
E1000180,2013/12/26,4.5579
E1000180,2013/12/27,4.5437
E1000180,2013/12/30,4.5437
E1000180,2013/12/31,4.5518
E1000180,2014/01/02,4.6018
E1000180,2014/01/03,4.6415
E1000180,2014/01/06,4.6569
E1000180,2014/01/07,4.642
E1000180,2014/01/08,4.5919
E1000180,2014/01/09,4.5969
E1000180,2014/01/10,4.6016
E1000180,2014/01/13,4.597
E1000180,2014/01/14,4.602
E1000180,2014/01/15,4.5523
E1000180,2014/01/16,4.5871
E1000180,2014/01/17,4.5969
E1000180,2014/01/20,4.5923
E1000180,2014/01/21,4.5423
E1000180,2014/01/22,4.5023
E1000180,2014/01/23,4.4825
E1000180,2014/01/24,4.5123
E1000180,2014/01/26,4.4777
E1000180,2014/01/27,4.4802
E1000180,2014/01/28,4.5027
E1000180,2014/01/29,4.5102
E1000180,2014/01/30,4.5019
E1000180,2014/02/07,4.4781
E1000180,2014/02/08,4.468
E1000180,2014/02/10,4.4831
E1000180,2014/02/11,4.4881
E1000180,2014/02/12,4.4783
E1000180,2014/02/13,4.4783
E1000180,2014/02/14,4.4781
E1000180,2014/02/17,4.5135
E1000180,2014/02/18,4.5385
E1000180,2014/02/19,4.5535
E1000180,2014/02/20,4.5336
E1000180,2014/02/21,4.5234
E1000180,2014/02/24,4.4836
E1000180,2014/02/25,4.4336
E1000180,2014/02/26,4.4496
E1000180,2014/02/27,4.3896
E1000180,2014/02/28,4.4276
E1000180,2014/03/03,4.4576
E1000180,2014/03/04,4.5026
E1000180,2014/03/05,4.5176
E1000180,2014/03/06,4.5145
E1000180,2014/03/07,4.5142
E1000180,2014/03/10,4.5043
E1000180,2014/03/11,4.5125
E1000180,2014/03/12,4.5024
E1000180,2014/03/13,4.5024
E1000180,2014/03/14,4.4924
E1000180,2014/03/17,4.482
E1000180,2014/03/18,4.5095
E1000180,2014/03/19,4.5095
E1000180,2014/03/20,4.5195
E1000180,2014/03/21,4.5044
E1000180,2014/03/24,4.5148
E1000180,2014/03/25,4.5192
E1000180,2014/03/26,4.4992
E1000180,2014/03/27,4.5109
E1000180,2014/03/28,4.5104
E1000180,2014/03/31,4.5004
E1000180,2014/04/01,4.4954
E1000180,2014/04/02,4.4904
E1000180,2014/04/03,4.4904
E1000180,2014/04/04,4.4904
E1000180,2014/04/08,4.4499
E1000180,2014/04/09,4.4771
E1000180,2014/04/10,4.4571
E1000180,2014/04/11,4.4521
E1000180,2014/04/14,4.4248
E1000180,2014/04/15,4.4001
E1000180,2014/04/16,4.3601
E1000180,2014/04/17,4.2749
E1000180,2014/04/18,4.2997
E1000180,2014/04/21,4.2997
E1000180,2014/04/22,4.2997
E1000180,2014/04/23,4.3297
E1000180,2014/04/24,4.3394
E1000180,2014/04/25,4.3294
E1000180,2014/04/28,4.3301
E1000180,2014/04/29,4.3202
E1000180,2014/04/30,4.3002
E1000180,2014/05/04,4.2902
E1000180,2014/05/05,4.3002
E1000180,2014/05/06,4.2803
E1000180,2014/05/07,4.2803
E1000180,2014/05/08,4.2303
E1000180,2014/05/09,4.1205
E1000180,2014/05/12,4.1205
E1000180,2014/05/13,4.1505
E1000180,2014/05/14,4.1704
E1000180,2014/05/15,4.1915
E1000180,2014/05/16,4.1919
E1000180,2014/05/19,4.1708
E1000180,2014/05/20,4.177
E1000180,2014/05/21,4.177
E1000180,2014/05/22,4.177
E1000180,2014/05/23,4.1574
E1000180,2014/05/26,4.1674
E1000180,2014/05/27,4.1574
E1000180,2014/05/28,4.1457
E1000180,2014/05/29,4.1159
E1000180,2014/05/30,4.0714
E1000180,2014/06/03,4.0214
E1000180,2014/06/04,4.0114
E1000180,2014/06/05,4.0314
E1000180,2014/06/06,4.0614
E1000180,2014/06/09,4.0714
E1000180,2014/06/10,4.0614
E1000180,2014/06/11,4.0614
E1000180,2014/06/12,4.064
E1000180,2014/06/13,4.084
E1000180,2014/06/16,4.064
E1000180,2014/06/17,4.054
E1000180,2014/06/18,4.054
E1000180,2014/06/19,4.0408
E1000180,2014/06/20,4.0515
E1000180,2014/06/23,4.0515
E1000180,2014/06/24,4.0515
E1000180,2014/06/25,4.0557
E1000180,2014/06/26,4.0472
E1000180,2014/06/27,4.0485
E1000180,2014/06/30,4.0612
E1000180,2014/07/01,4.0812
E1000180,2014/07/02,4.1212
E1000180,2014/07/03,4.1503
E1000180,2014/07/04,4.1747
E1000180,2014/07/07,4.1212
E1000180,2014/07/08,4.1162
E1000180,2014/07/09,4.1276
E1000180,2014/07/10,4.1298
E1000180,2014/07/11,4.1198
E1000180,2014/07/14,4.1298
E1000180,2014/07/15,4.1571
E1000180,2014/07/16,4.2171
E1000180,2014/07/17,4.267
E1000180,2014/07/18,4.3019
E1000180,2014/07/21,4.3017
E1000180,2014/07/22,4.2717
E1000180,2014/07/23,4.2967
E1000180,2014/07/24,4.2967
E1000180,2014/07/25,4.2711
E1000180,2014/07/28,4.2713
E1000180,2014/07/29,4.2805
E1000180,2014/07/30,4.2905
E1000180,2014/07/31,4.2655
E1000180,2014/08/01,4.2569
E1000180,2014/08/04,4.253
E1000180,2014/08/05,4.2576
E1000180,2014/08/06,4.2463
E1000180,2014/08/07,4.2563
E1000180,2014/08/08,4.2712
E1000180,2014/08/11,4.2815
E1000180,2014/08/12,4.2815
E1000180,2014/08/13,4.255
E1000180,2014/08/14,4.21
E1000180,2014/08/15,4.2002
E1000180,2014/08/18,4.2153
E1000180,2014/08/19,4.2422
E1000180,2014/08/20,4.2523
E1000180,2014/08/21,4.2512
E1000180,2014/08/22,4.256
E1000180,2014/08/25,4.2524
E1000180,2014/08/26,4.2462
E1000180,2014/08/27,4.231
E1000180,2014/08/28,4.2254
E1000180,2014/08/29,4.2361
E1000180,2014/09/01,4.2405
E1000180,2014/09/02,4.249
E1000180,2014/09/03,4.264
E1000180,2014/09/04,4.2814
E1000180,2014/09/05,4.2928
E1000180,2014/09/09,4.2868
E1000180,2014/09/10,4.2934
E1000180,2014/09/11,4.2937
E1000180,2014/09/12,4.2793
E1000180,2014/09/15,4.2597
E1000180,2014/09/16,4.2634
E1000180,2014/09/17,4.2008
E1000180,2014/09/18,4.1438
E1000180,2014/09/19,4.031
E1000180,2014/09/22,4.011
E1000180,2014/09/23,3.9911
E1000180,2014/09/24,4.0425
E1000180,2014/09/25,4.0025
E1000180,2014/09/26,4.0092
E1000180,2014/09/28,4.0227
E1000180,2014/09/29,3.9925
E1000180,2014/09/30,3.9824
E1000180,2014/10/08,3.993
E1000180,2014/10/09,4.0014
E1000180,2014/10/10,4.0131
E1000180,2014/10/11,3.9965
E1000180,2014/10/13,3.9953
E1000180,2014/10/14,3.9015
E1000180,2014/10/15,3.8215
E1000180,2014/10/16,3.8116
E1000180,2014/10/17,3.811
E1000180,2014/10/20,3.7441
E1000180,2014/10/21,3.7323
E1000180,2014/10/22,3.7929
E1000180,2014/10/23,3.8108
E1000180,2014/10/24,3.8013
E1000180,2014/10/27,3.7756
E1000180,2014/10/28,3.7424
E1000180,2014/10/29,3.7176
E1000180,2014/10/30,3.7688
E1000180,2014/10/31,3.7559
E1000180,2014/11/03,3.7007
E1000180,2014/11/04,3.6412
E1000180,2014/11/05,3.6117
E1000180,2014/11/06,3.6223
E1000180,2014/11/07,3.5631
E1000180,2014/11/10,3.5132
E1000180,2014/11/11,3.4981
E1000180,2014/11/12,3.556
E1000180,2014/11/13,3.5924
E1000180,2014/11/14,3.6466
E1000180,2014/11/17,3.6609
E1000180,2014/11/18,3.607
E1000180,2014/11/19,3.6154
E1000180,2014/11/20,3.6521
E1000180,2014/11/21,3.6514
E1000180,2014/11/24,3.4767
E1000180,2014/11/25,3.5216
E1000180,2014/11/26,3.5228
E1000180,2014/11/27,3.5243
E1000180,2014/11/28,3.5249
E1000180,2014/12/01,3.5145
E1000180,2014/12/02,3.5553
E1000180,2014/12/03,3.6238
E1000180,2014/12/04,3.6633
E1000180,2014/12/05,3.7759
E1000180,2014/12/08,3.7918
E1000180,2014/12/09,3.7532
E1000180,2014/12/10,3.7111
E1000180,2014/12/11,3.7282
E1000180,2014/12/12,3.7513
E1000180,2014/12/15,3.7815
E1000180,2014/12/16,3.7522
E1000180,2014/12/17,3.7377
E1000180,2014/12/18,3.7614
E1000180,2014/12/19,3.7106
E1000180,2014/12/22,3.703
E1000180,2014/12/23,3.6604
E1000180,2014/12/24,3.5975
E1000180,2014/12/25,3.6305
E1000180,2014/12/26,3.6339
E1000180,2014/12/29,3.6213
E1000180,2014/12/30,3.6213
E1000180,2014/12/31,3.6219
E1000180,2015/01/04,3.6285
E1000180,2015/01/05,3.6251
E1000180,2015/01/06,3.6353
E1000180,2015/01/07,3.6408
E1000180,2015/01/08,3.6415
E1000180,2015/01/09,3.6348
E1000180,2015/01/12,3.6371
E1000180,2015/01/13,3.5836
E1000180,2015/01/14,3.5411
E1000180,2015/01/15,3.5464
E1000180,2015/01/16,3.5017
E1000180,2015/01/19,3.475
E1000180,2015/01/20,3.4711
E1000180,2015/01/21,3.4672
E1000180,2015/01/22,3.4521
E1000180,2015/01/23,3.452
E1000180,2015/01/26,3.4341
E1000180,2015/01/27,3.4309
E1000180,2015/01/28,3.4767
E1000180,2015/01/29,3.4966
E1000180,2015/01/30,3.5019
E1000180,2015/02/02,3.4729
E1000180,2015/02/03,3.4533
E1000180,2015/02/04,3.4589
E1000180,2015/02/05,3.4018
E1000180,2015/02/06,3.4325
E1000180,2015/02/09,3.4236
E1000180,2015/02/10,3.4299
E1000180,2015/02/11,3.3955
E1000180,2015/02/12,3.3865
E1000180,2015/02/13,3.3552
E1000180,2015/02/15,3.3625
E1000180,2015/02/16,3.3374
E1000180,2015/02/17,3.3373
E1000180,2015/02/25,3.349
E1000180,2015/02/26,3.3594
E1000180,2015/02/27,3.3745
E1000180,2015/02/28,3.3602
E1000180,2015/03/02,3.3883
E1000180,2015/03/03,3.4022
E1000180,2015/03/04,3.3869
E1000180,2015/03/05,3.4369
E1000180,2015/03/06,3.4753
E1000180,2015/03/09,3.4922
E1000180,2015/03/10,3.5228
E1000180,2015/03/11,3.4466
E1000180,2015/03/12,3.4412
E1000180,2015/03/13,3.4879
E1000180,2015/03/16,3.5301
E1000180,2015/03/17,3.5428
E1000180,2015/03/18,3.5519
E1000180,2015/03/19,3.5348
E1000180,2015/03/20,3.4958
E1000180,2015/03/23,3.4933
E1000180,2015/03/24,3.4841
E1000180,2015/03/25,3.5037
E1000180,2015/03/26,3.544
E1000180,2015/03/27,3.5678
E1000180,2015/03/30,3.5849
E1000180,2015/03/31,3.6483
E1000180,2015/04/01,3.5997
E1000180,2015/04/02,3.5438
E1000180,2015/04/03,3.572
E1000180,2015/04/07,3.5987
E1000180,2015/04/08,3.6938
E1000180,2015/04/09,3.704
E1000180,2015/04/10,3.6947
E1000180,2015/04/13,3.6685
E1000180,2015/04/14,3.6211
E1000180,2015/04/15,3.5954
E1000180,2015/04/16,3.56
E1000180,2015/04/17,3.5627
E1000180,2015/04/20,3.4554
E1000180,2015/04/21,3.4055
E1000180,2015/04/22,3.4052
E1000180,2015/04/23,3.4151
E1000180,2015/04/24,3.4454
E1000180,2015/04/27,3.3952
E1000180,2015/04/28,3.3804
E1000180,2015/04/29,3.4
E1000180,2015/04/30,3.3503
E1000180,2015/05/04,3.3804
E1000180,2015/05/05,3.4006
E1000180,2015/05/06,3.456
E1000180,2015/05/07,3.4401
E1000180,2015/05/08,3.3703
E1000180,2015/05/11,3.3752
E1000180,2015/05/12,3.4002
E1000180,2015/05/13,3.4002
E1000180,2015/05/14,3.3803
E1000180,2015/05/15,3.3907
E1000180,2015/05/18,3.4109
E1000180,2015/05/19,3.4311
E1000180,2015/05/20,3.4282
E1000180,2015/05/21,3.4257
E1000180,2015/05/22,3.416
E1000180,2015/05/25,3.431
E1000180,2015/05/26,3.5214
E1000180,2015/05/27,3.5055
E1000180,2015/05/28,3.5652
E1000180,2015/05/29,3.5954
E1000180,2015/06/01,3.6404
E1000180,2015/06/02,3.588
E1000180,2015/06/03,3.6111
E1000180,2015/06/04,3.5912
E1000180,2015/06/05,3.5814
E1000180,2015/06/08,3.5613
E1000180,2015/06/09,3.5565
E1000180,2015/06/10,3.5912
E1000180,2015/06/11,3.6197
E1000180,2015/06/12,3.6226
E1000180,2015/06/15,3.6681
E1000180,2015/06/16,3.6099
E1000180,2015/06/17,3.6052
E1000180,2015/06/18,3.573
E1000180,2015/06/19,3.5825
E1000180,2015/06/23,3.6054
E1000180,2015/06/24,3.6079
E1000180,2015/06/25,3.6028
E1000180,2015/06/26,3.608
E1000180,2015/06/29,3.603
E1000180,2015/06/30,3.5976
E1000180,2015/07/01,3.6127
E1000180,2015/07/02,3.6223
E1000180,2015/07/03,3.5719
E1000180,2015/07/06,3.4917
E1000180,2015/07/07,3.4361
E1000180,2015/07/08,3.4307
E1000180,2015/07/09,3.4358
E1000180,2015/07/10,3.4885
E1000180,2015/07/13,3.5014
E1000180,2015/07/14,3.5341
E1000180,2015/07/15,3.5495
E1000180,2015/07/16,3.5208
E1000180,2015/07/17,3.5123
E1000180,2015/07/20,3.5009
E1000180,2015/07/21,3.5214
E1000180,2015/07/22,3.5145
E1000180,2015/07/23,3.4751
E1000180,2015/07/24,3.4602
E1000180,2015/07/27,3.4602
E1000180,2015/07/28,3.4401
E1000180,2015/07/29,3.4302
E1000180,2015/07/30,3.4402
E1000180,2015/07/31,3.4752
E1000180,2015/08/03,3.47
E1000180,2015/08/04,3.47
E1000180,2015/08/05,3.4701
E1000180,2015/08/06,3.46
E1000180,2015/08/07,3.4553
E1000180,2015/08/10,3.4755
E1000180,2015/08/11,3.5256
E1000180,2015/08/12,3.5402
E1000180,2015/08/13,3.5153
E1000180,2015/08/14,3.5052
E1000180,2015/08/17,3.5176
E1000180,2015/08/18,3.5126
E1000180,2015/08/19,3.5201
E1000180,2015/08/20,3.5051
E1000180,2015/08/21,3.4951
E1000180,2015/08/24,3.4701
E1000180,2015/08/25,3.4577
E1000180,2015/08/26,3.429
E1000180,2015/08/27,3.3902
E1000180,2015/08/28,3.3803
E1000180,2015/08/31,3.3252
E1000180,2015/09/01,3.3002
E1000180,2015/09/02,3.3002
E1000180,2015/09/06,3.3203
E1000180,2015/09/07,3.3353
E1000180,2015/09/08,3.3603
E1000180,2015/09/09,3.3478
E1000180,2015/09/10,3.3453
E1000180,2015/09/11,3.3404
E1000180,2015/09/14,3.3303
E1000180,2015/09/15,3.3104
E1000180,2015/09/16,3.3103
E1000180,2015/09/17,3.3204
E1000180,2015/09/18,3.3105
E1000180,2015/09/21,3.3204
E1000180,2015/09/22,3.3255
E1000180,2015/09/23,3.3354
E1000180,2015/09/24,3.318
E1000180,2015/09/25,3.3101
E1000180,2015/09/28,3.2906
E1000180,2015/09/29,3.2457
E1000180,2015/09/30,3.2362
E1000180,2015/10/08,3.2409
E1000180,2015/10/09,3.1486
E1000180,2015/10/10,3.1612
E1000180,2015/10/12,3.1488
E1000180,2015/10/13,3.1064
E1000180,2015/10/14,3.0414
E1000180,2015/10/15,3.0814
E1000180,2015/10/16,3.1216
E1000180,2015/10/19,3.1214
E1000180,2015/10/20,3.0615
E1000180,2015/10/21,3.0616
E1000180,2015/10/22,3.0516
E1000180,2015/10/23,3.04
E1000180,2015/10/26,3.02
E1000180,2015/10/27,2.98
E1000180,2015/10/28,2.987
E1000180,2015/10/29,3.05
E1000180,2015/10/30,3.06
E1000180,2015/11/02,3.0525
E1000180,2015/11/03,3.08
E1000180,2015/11/04,3.1351
E1000180,2015/11/05,3.115
E1000180,2015/11/06,3.125
E1000180,2015/11/09,3.2099
E1000180,2015/11/10,3.2001
E1000180,2015/11/11,3.1226
E1000180,2015/11/12,3.1351
E1000180,2015/11/13,3.1251
E1000180,2015/11/16,3.1352
E1000180,2015/11/17,3.1252
E1000180,2015/11/18,3.1402
E1000180,2015/11/19,3.1402
E1000180,2015/11/20,3.1251
E1000180,2015/11/23,3.1302
E1000180,2015/11/24,3.1077
E1000180,2015/11/25,3.0853
E1000180,2015/11/26,3.0503
E1000180,2015/11/27,3.0603
E1000180,2015/11/30,3.0404
E1000180,2015/12/01,3.0504
E1000180,2015/12/02,3.0454
E1000180,2015/12/03,3.0304
E1000180,2015/12/04,3.0254
E1000180,2015/12/07,3.028
E1000180,2015/12/08,3.0005
E1000180,2015/12/09,2.9968
E1000180,2015/12/10,3.0018
E1000180,2015/12/11,2.9931
E1000180,2015/12/14,3.0306
E1000180,2015/12/15,3.0157
E1000180,2015/12/16,3.0007
E1000180,2015/12/17,2.9857
E1000180,2015/12/18,2.9408
E1000180,2015/12/21,2.8811
E1000180,2015/12/22,2.861
E1000180,2015/12/23,2.846
E1000180,2015/12/24,2.801
E1000180,2015/12/25,2.8061
E1000180,2015/12/28,2.7961
E1000180,2015/12/29,2.8061
E1000180,2015/12/30,2.8261
E1000180,2015/12/31,2.8212
E1000180,2016/01/04,2.871
E1000180,2016/01/05,2.8911
E1000180,2016/01/06,2.8861
E1000180,2016/01/07,2.8511
E1000180,2016/01/08,2.8362
E1000180,2016/01/11,2.8187
E1000180,2016/01/12,2.7887
E1000180,2016/01/13,2.7237
E1000180,2016/01/14,2.7513
E1000180,2016/01/15,2.7464
E1000180,2016/01/18,2.7764
E1000180,2016/01/19,2.7964
E1000180,2016/01/20,2.8114
E1000180,2016/01/21,2.7914
E1000180,2016/01/22,2.7741
E1000180,2016/01/25,2.859
E1000180,2016/01/26,2.8616
E1000180,2016/01/27,2.9016
E1000180,2016/01/28,2.8866
E1000180,2016/01/29,2.8419
E1000180,2016/02/01,2.8368
E1000180,2016/02/02,2.8818
E1000180,2016/02/03,2.8918
E1000180,2016/02/04,2.855
E1000180,2016/02/05,2.8535
E1000180,2016/02/06,2.8535
E1000180,2016/02/14,2.8221
E1000180,2016/02/15,2.8371
E1000180,2016/02/16,2.8376
E1000180,2016/02/17,2.8351
E1000180,2016/02/18,2.8351
E1000180,2016/02/19,2.8251
E1000180,2016/02/22,2.8426
E1000180,2016/02/23,2.8451
E1000180,2016/02/24,2.8676
E1000180,2016/02/25,2.8651
E1000180,2016/02/26,2.8551
E1000180,2016/02/29,2.8502
E1000180,2016/03/01,2.8527
E1000180,2016/03/02,2.8752
E1000180,2016/03/03,2.9002
E1000180,2016/03/04,2.8952
E1000180,2016/03/07,2.9303
E1000180,2016/03/08,2.9352
E1000180,2016/03/09,2.8928
E1000180,2016/03/10,2.8653
E1000180,2016/03/11,2.8453
E1000180,2016/03/14,2.8504
E1000180,2016/03/15,2.8404
E1000180,2016/03/16,2.8054
E1000180,2016/03/17,2.8154
E1000180,2016/03/18,2.8229
E1000180,2016/03/21,2.8305
E1000180,2016/03/22,2.8304
E1000180,2016/03/23,2.8307
E1000180,2016/03/24,2.8309
E1000180,2016/03/25,2.8311
E1000180,2016/03/28,2.8665
E1000180,2016/03/29,2.851
E1000180,2016/03/30,2.8362
E1000180,2016/03/31,2.8419
E1000180,2016/04/01,2.8422
E1000180,2016/04/05,2.8637
E1000180,2016/04/06,2.8689
E1000180,2016/04/07,2.9049
E1000180,2016/04/08,2.9158
E1000180,2016/04/11,2.9091
E1000180,2016/04/12,2.91
E1000180,2016/04/13,2.9271
E1000180,2016/04/14,2.9352
E1000180,2016/04/15,2.9151
E1000180,2016/04/18,2.9047
E1000180,2016/04/19,2.906
E1000180,2016/04/20,2.9258
E1000180,2016/04/21,2.9208
E1000180,2016/04/22,2.9309
E1000180,2016/04/25,2.9362
E1000180,2016/04/26,2.9212
E1000180,2016/04/27,2.9108
E1000180,2016/04/28,2.8863
E1000180,2016/04/29,2.8913
E1000180,2016/05/03,2.889
E1000180,2016/05/04,2.8965
E1000180,2016/05/05,2.9017
E1000180,2016/05/06,2.9016
E1000180,2016/05/09,2.8818
E1000180,2016/05/10,2.9
E1000180,2016/05/11,2.9075
E1000180,2016/05/12,2.8975
E1000180,2016/05/13,2.905
E1000180,2016/05/16,2.9275
E1000180,2016/05/17,2.93
E1000180,2016/05/18,2.955
E1000180,2016/05/19,2.96
E1000180,2016/05/20,2.95
E1000180,2016/05/23,2.955
E1000180,2016/05/24,2.935
E1000180,2016/05/25,2.9401
E1000180,2016/05/26,2.9401
E1000180,2016/05/27,2.9451
E1000180,2016/05/30,2.9776
E1000180,2016/05/31,2.9851
E1000180,2016/06/01,2.9952
E1000180,2016/06/02,3.0127
E1000180,2016/06/03,3.0152
E1000180,2016/06/06,3.0041
E1000180,2016/06/07,3.0071
E1000180,2016/06/08,3.0077
E1000180,2016/06/12,3.0053
E1000180,2016/06/13,2.9979
E1000180,2016/06/14,2.9654
E1000180,2016/06/15,2.9604
E1000180,2016/06/16,2.9455
E1000180,2016/06/17,2.9379
E1000180,2016/06/20,2.9481
E1000180,2016/06/21,2.9405
E1000180,2016/06/22,2.9307
E1000180,2016/06/23,2.9307
E1000180,2016/06/24,2.8808
E1000180,2016/06/27,2.831
E1000180,2016/06/28,2.861
E1000180,2016/06/29,2.8586
E1000180,2016/06/30,2.8411
E1000180,2016/07/01,2.8038
E1000180,2016/07/04,2.8314
E1000180,2016/07/05,2.8514
E1000180,2016/07/06,2.8365
E1000180,2016/07/07,2.8066
E1000180,2016/07/08,2.8016
E1000180,2016/07/11,2.8268
E1000180,2016/07/12,2.8368
E1000180,2016/07/13,2.8494
E1000180,2016/07/14,2.8395
E1000180,2016/07/15,2.8271
E1000180,2016/07/18,2.8271
E1000180,2016/07/19,2.8197
E1000180,2016/07/20,2.7996
E1000180,2016/07/21,2.7806
E1000180,2016/07/22,2.7907
E1000180,2016/07/25,2.8068
E1000180,2016/07/26,2.7913
E1000180,2016/07/27,2.7967
